,Unnamed: 0.1,Unnamed: 0,CustomerId,Gender,Age,PostalCode,MinTrxValue,MaxTrxValue,TotalTrxValue,Cash,CreditCard,Cheque,SinceLastTrx,Churn,SqrtTotal,SqrtMax,SqrtMin
153,153,153,68,male,35.0,7,258.8,258.8,258.8,0,1,0,485.0,no,16.087262041752165,16.087262041752165,16.087262041752165
154,154,154,602,female,37.0,4,2.83,60.07,160.79,1,1,0,895.0,yes,12.680299681001234,7.750483855863452,1.6822603841260722
155,155,155,632,male,52.0,3,36.08,367.1,511.66,1,0,0,1027.0,no,22.619902740728133,19.159853861655627,6.006662967072482
156,156,156,319,female,21.0,5,13.4,263.19,299.44,0,1,0,545.0,no,17.304334717058612,16.223131633565696,3.6606010435446255
157,157,157,753,male,51.0,5,82.26,200.66,282.92,1,0,0,837.0,yes,16.820225920004763,14.165450928226747,9.069729874698584
158,158,158,779,female,30.0,3,14.55,155.78,273.13,0,1,0,649.0,no,16.526645152601297,12.481185841096991,3.8144462245521304
159,159,159,663,male,54.0,3,0.71,150.02,503.29,1,1,1,528.0,no,22.434125790857106,12.248265183282081,0.8426149773176358
160,160,160,511,male,66.0,7,288.54,288.54,288.54,0,1,0,346.0,no,16.98646520027048,16.98646520027048,16.98646520027048
161,161,161,569,female,44.0,6,47.93,291.19,339.12,1,0,1,909.0,yes,18.415211103867367,17.06429019912636,6.9231495722683905
162,162,162,634,male,19.0,7,806.0,806.0,806.0,0,1,0,5.0,no,28.39013913315678,28.39013913315678,28.39013913315678
163,163,163,811,male,78.0,5,6.02,477.66,549.25,0,1,1,956.0,yes,23.43608329051593,21.85543410687603,2.453568829277059
164,164,164,147,female,2.0,8,20.06,114.02,259.44,0,1,1,1263.0,no,16.107141273360707,10.67801479676817,4.4788391353117385
165,165,165,514,male,40.0,3,16.69,88.36,160.46,1,0,0,905.0,yes,12.667280686871985,9.4,4.0853396431631
166,166,166,482,male,72.0,5,3.17,130.21,166.67,1,0,0,885.0,yes,12.910073586157438,11.410959644131601,1.7804493814764855
167,167,167,281,male,68.0,4,3.58,280.61,497.23,0,1,1,721.0,no,22.29865466793905,16.75141785043881,1.8920887928424501
168,168,168,6,female,28.0,4,0.0,338.97,459.64,1,1,1,1324.0,yes,21.439216403590873,18.411137933327208,0.0
169,169,169,335,male,48.0,8,3.82,128.64,280.84,0,1,0,796.0,yes,16.758281534811378,11.34195750300626,1.9544820285692064
170,170,170,563,male,48.0,5,0.01,376.97,481.94,1,1,0,850.0,no,21.95313189501671,19.41571528427423,0.1
171,171,171,598,male,28.0,3,0.02,446.67,497.52,1,1,0,905.0,no,22.305156354529327,21.134568838753253,0.1414213562373095
172,172,172,266,female,24.0,5,238.34,238.34,238.34,0,1,0,802.0,no,15.438264151127873,15.438264151127873,15.438264151127873
173,173,173,332,female,30.0,6,6.23,502.62,674.65,0,1,1,625.0,no,25.97402548701298,22.419188210102522,2.495996794869737
174,174,174,187,female,73.0,3,312.82,312.82,312.82,1,0,0,1174.0,yes,17.686718180600945,17.686718180600945,17.686718180600945
175,175,175,824,male,59.0,6,0.02,1.37,2.5,0,1,1,1022.0,yes,1.5811388300841898,1.1704699910719625,0.1414213562373095
176,176,176,168,male,59.0,6,0.0,80.28,101.74,1,0,0,1242.0,yes,10.086624807139403,8.959910713840847,0.0
177,177,177,995,male,19.0,5,10.86,21.04,44.18,0,1,1,646.0,no,6.646803743153547,4.586937976471886,3.295451410656816
178,178,178,796,female,38.0,3,212.91,212.91,212.91,0,1,0,962.0,yes,14.59143584435747,14.59143584435747,14.59143584435747
179,179,179,875,male,31.0,3,567.54,567.54,567.54,0,1,0,289.0,no,23.823098035310185,23.823098035310185,23.823098035310185
180,180,180,766,female,20.0,4,1.04,191.61,395.49,0,1,0,553.0,no,19.8869303815345,13.842326394071193,1.019803902718557
181,181,181,736,female,40.0,4,63.13,63.13,63.13,0,1,0,651.0,yes,7.945438943192503,7.945438943192503,7.945438943192503
182,182,182,393,female,33.0,7,86.31,293.41,379.72,1,0,0,1327.0,yes,19.486405517693612,17.12921480979207,9.290317540321213
183,183,183,171,female,29.0,7,5.65,186.49,219.12,0,1,1,781.0,no,14.802702455970667,13.656134152826708,2.3769728648009427
184,184,184,904,female,51.0,3,314.77,314.77,314.77,0,1,0,787.0,yes,17.741758650145144,17.741758650145144,17.741758650145144
185,185,185,695,female,53.0,8,0.02,220.21,298.71,0,1,0,987.0,yes,17.28322886500089,14.839474384222644,0.1414213562373095
186,186,186,565,female,42.0,5,0.33,180.5,217.9,1,0,1,927.0,yes,14.761436244485155,13.435028842544403,0.5744562646538028
187,187,187,17,female,24.0,5,22.32,95.67,315.29,1,0,0,1134.0,yes,17.756407294269863,9.781104232140663,4.724404724407087
188,188,188,919,male,51.0,2,0.01,267.35,325.08,0,1,1,728.0,no,18.029975041580062,16.3508409569661,0.1
189,189,189,810,male,44.0,3,3.63,459.27,590.58,1,1,0,835.0,no,24.301851781294364,21.430585619623184,1.905255888325765
190,190,190,918,female,24.0,2,396.19,396.19,396.19,0,1,0,562.0,no,19.904522099261765,19.904522099261765,19.904522099261765
191,191,191,917,female,46.0,5,7.03,232.58,379.14,0,1,0,605.0,no,19.47151766041877,15.250573759698355,2.6514147167125706
192,192,192,503,male,37.0,6,0.06,269.84,330.76,1,1,1,830.0,yes,18.186808406094787,16.426807358704856,0.2449489742783178
193,193,193,524,female,50.0,3,0.04,306.53,616.01,1,1,1,720.0,no,24.81954874690513,17.50799817226401,0.2
194,194,194,987,male,37.0,3,0.31,60.36,79.95,1,0,0,311.0,yes,8.941476388158724,7.769169839822013,0.5567764362830022
195,195,195,372,female,40.0,6,0.47,95.27,196.58,1,1,1,1127.0,yes,14.02069898400219,9.760635225229965,0.6855654600401044
196,196,196,531,female,36.0,4,0.22,9.68,19.77,0,1,0,1308.0,yes,4.446346815083142,3.111269837220809,0.469041575982343
197,197,197,181,male,33.0,8,217.5,217.5,217.5,0,1,0,74.0,yes,14.747881203752625,14.747881203752625,14.747881203752625
198,198,198,813,male,27.0,5,0.13,2.43,4.59,1,1,0,195.0,yes,2.142428528562855,1.5588457268119895,0.36055512754639896
199,199,199,542,female,17.0,5,0.04,381.1,592.81,0,1,0,740.0,no,24.347689828811273,19.521782705480565,0.2
200,200,200,513,male,47.0,4,0.53,247.58,260.18,1,0,0,913.0,yes,16.130096093948108,15.734675084030176,0.7280109889280518
201,201,201,757,male,19.0,6,211.61,430.43,642.04,1,0,0,455.0,no,25.33850824338323,20.746806983244433,14.546820958546235
202,202,202,204,male,39.0,2,0.24,29.18,57.57,0,1,0,517.0,no,7.587489703452651,5.401851534427802,0.4898979485566356
203,203,203,273,female,45.0,7,13.42,91.52,146.65,0,1,0,350.0,no,12.10991329448729,9.566608594481119,3.6633318168028404
204,204,204,467,male,18.0,5,0.05,33.07,36.85,0,1,1,20.0,yes,6.070420084310475,5.75065213693195,0.22360679774997896
205,205,205,1,male,63.0,4,0.03,374.22,398.24,1,1,1,683.0,yes,19.955951493226276,19.34476673418421,0.17320508075688773
206,206,206,806,female,91.0,5,2.72,103.44,147.07,1,1,0,930.0,yes,12.127242060749014,10.170545708072895,1.6492422502470643
207,207,207,301,male,39.0,4,2.18,296.8,380.24,0,1,0,1210.0,yes,19.49974358805777,17.227884373886425,1.47648230602334
208,208,208,821,male,90.0,2,12.41,122.62,427.6,0,1,0,859.0,yes,20.67849124090053,11.073391531053167,3.5227829907617076
209,209,209,272,male,39.0,4,139.86,451.8,971.45,0,1,0,849.0,no,31.168092658999846,21.25558750070202,11.826242006656214
210,210,210,63,male,52.0,5,0.01,202.13,248.87,0,1,1,546.0,no,15.775614092643114,14.21724305201258,0.1
211,211,211,345,female,65.0,9,0.0,2.28,2.49,1,1,0,778.0,no,1.57797338380595,1.5099668870541498,0.0
